epoch,step,train_acc,train_loss,val_acc,val_f1,val_loss,val_recall
0,49,0.4140625,1.7756267786026,,,,
0,68,,,0.5200892686843872,0.29186996817588806,1.483574628829956,0.2815253734588623
1,99,0.625,1.2223907709121704,,,,
1,137,,,0.6183035969734192,0.34436383843421936,1.1238561868667603,0.333551824092865
2,149,0.59375,1.0656697750091553,,,,
2,199,0.7421875,0.853556215763092,,,,
2,206,,,0.7667410969734192,0.44172096252441406,0.8282518982887268,0.42951497435569763
3,249,0.671875,0.8536638021469116,,,,
3,275,,,0.7633928656578064,0.4235828220844269,0.6817716360092163,0.41281798481941223
4,299,0.734375,0.6755355596542358,,,,
4,344,,,0.796875,0.46353766322135925,0.5829821825027466,0.4570038914680481
5,349,0.8046875,0.47953054308891296,,,,
5,399,0.8046875,0.5602802038192749,,,,
5,413,,,0.8125,0.4601511061191559,0.5149725675582886,0.45272883772850037
6,449,0.9140625,0.32056131958961487,,,,
6,482,,,0.8247767686843872,0.4532795250415802,0.48821115493774414,0.4326212704181671
7,499,0.8359375,0.3982236385345459,,,,
7,549,0.8515625,0.40213799476623535,,,,
7,551,,,0.8526785969734192,0.42412781715393066,0.41556409001350403,0.41323593258857727
8,599,0.859375,0.3592561185359955,,,,
8,620,,,0.8482142686843872,0.4632035791873932,0.3920898139476776,0.4558590054512024
9,649,0.8828125,0.24533048272132874,,,,
9,689,,,0.8705357313156128,0.4785243570804596,0.3672770857810974,0.4696093499660492
10,699,0.9140625,0.2901545763015747,,,,
10,749,0.875,0.2296789437532425,,,,
10,758,,,0.8582589030265808,0.5137562155723572,0.3735877573490143,0.5077522397041321
11,799,0.9375,0.2339349389076233,,,,
11,827,,,0.8772321343421936,0.5461936593055725,0.3653329908847809,0.5401239395141602
